OTU	Size	Taxonomy
Otu0124	237	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(98);c__Dothideomycetes_unclassified(98);c__Dothideomycetes_unclassified(98);c__Dothideomycetes_unclassified(98);c__Dothideomycetes_unclassified(98);c__Dothideomycetes_unclassified(98);
Otu0125	234	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(99);g__Cadophora(99);g__Cadophora_unclassified(99);g__Cadophora_unclassified(99);
Otu0126	234	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);s__Dioszegia_rishiriensis(100);Dioszegia_rishiriensis(100);
Otu0127	231	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(96);o__Capnodiales_unclassified(96);o__Capnodiales_unclassified(96);o__Capnodiales_unclassified(96);o__Capnodiales_unclassified(96);
Otu0128	224	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Periconiaceae(100);g__Periconia(100);g__Periconia_unclassified(85);g__Periconia_unclassified(85);
Otu0129	222	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Diatrypaceae(100);g__Diatrype(100);s__Diatrype_stigma(100);Diatrype_stigma(100);
Otu0130	219	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0131	216	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__unclassified_Chaetothyriales(91);g__unclassified_Chaetothyriales(91);s__Chaetothyriales_sp(91);Chaetothyriales(91);
Otu0132	215	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);
Otu0133	215	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__unclassified_Chaetothyriales(98);g__unclassified_Chaetothyriales(98);s__Chaetothyriales_sp(98);Chaetothyriales(98);
Otu0134	214	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__unclassified_Teratosphaeriaceae(100);s__Teratosphaeriaceae_sp(100);Teratosphaeriaceae(100);
Otu0135	208	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Lapidomyces(100);s__Lapidomyces_sp(100);Lapidomyces(100);
Otu0136	207	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Phanerochaetaceae(100);g__Phlebiopsis(100);s__Phlebiopsis_gigantea(100);Phlebiopsis_gigantea(100);
Otu0137	207	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Peniophoraceae(100);g__Peniophora(100);s__Peniophora_incarnata(100);Peniophora_incarnata(100);
Otu0138	201	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Neophaeothecoidea(100);s__Neophaeothecoidea_proteae(100);Neophaeothecoidea_proteae(100);
Otu0139	201	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);
Otu0140	199	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Leptosphaeriaceae(100);g__Plenodomus(100);s__Plenodomus_hendersoniae(100);Plenodomus_hendersoniae(100);
Otu0141	199	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__unclassified_Herpotrichiellaceae(88);s__Herpotrichiellaceae_sp(88);Herpotrichiellaceae(88);
Otu0142	198	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Phaeotremellaceae(100);g__Phaeotremella(100);s__Phaeotremella_sp(97);Phaeotremella(97);
Otu0143	197	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(100);f__Helotiales_fam_Incertae_sedis_unclassified(99);f__Helotiales_fam_Incertae_sedis_unclassified(99);f__Helotiales_fam_Incertae_sedis_unclassified(99);
Otu0144	191	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Cucurbitariaceae(100);g__Parafenestella(100);s__Parafenestella_alpina(100);Parafenestella_alpina(100);
Otu0145	189	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_tenuissimum(55);Oidiodendron_tenuissimum(55);
Otu0146	186	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(93);o__Capnodiales_unclassified(93);o__Capnodiales_unclassified(93);o__Capnodiales_unclassified(93);
Otu0147	182	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(98);o__Pleosporales_unclassified(98);o__Pleosporales_unclassified(98);o__Pleosporales_unclassified(98);
Otu0148	181	k__Fungi(100);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);k__Fungi_unclassified(98);
Otu0149	177	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0150	177	k__Fungi(100);p__Ascomycota(100);c__Taphrinomycetes(100);o__Taphrinales(100);f__Taphrinaceae(100);g__Taphrina(100);g__Taphrina_unclassified(92);g__Taphrina_unclassified(92);
Otu0151	175	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Valsaceae(100);g__Valsa(100);s__Valsa_salicina(99);Valsa_salicina(99);
Otu0152	173	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Coryneliales(100);f__unclassified_Coryneliales(100);g__unclassified_Coryneliales(100);s__Coryneliales_sp(100);Coryneliales(100);
Otu0153	173	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(96);o__Chaetothyriales_unclassified(96);o__Chaetothyriales_unclassified(96);o__Chaetothyriales_unclassified(96);
Otu0154	170	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Piskurozymaceae(100);g__Piskurozyma(100);g__Piskurozyma_unclassified(86);g__Piskurozyma_unclassified(86);
Otu0155	165	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(70);f__Phaeosphaeriaceae_unclassified(70);f__Phaeosphaeriaceae_unclassified(70);f__Phaeosphaeriaceae_unclassified(70);
Otu0156	164	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(99);s__Oidiodendron_sp(98);Oidiodendron(98);
Otu0157	163	k__Fungi(100);p__Basidiomycota(99);p__Basidiomycota_unclassified(99);p__Basidiomycota_unclassified(99);p__Basidiomycota_unclassified(99);p__Basidiomycota_unclassified(99);p__Basidiomycota_unclassified(99);p__Basidiomycota_unclassified(99);
Otu0158	161	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0159	160	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(89);p__Basidiomycota_unclassified(89);p__Basidiomycota_unclassified(89);p__Basidiomycota_unclassified(89);p__Basidiomycota_unclassified(89);p__Basidiomycota_unclassified(89);
Otu0160	159	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);f__Pseudeurotiaceae_unclassified(100);f__Pseudeurotiaceae_unclassified(100);f__Pseudeurotiaceae_unclassified(100);
Otu0161	157	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Exobasidiales(100);f__Exobasidiaceae(100);g__Exobasidium(100);s__Exobasidium_sp(100);Exobasidium(100);
Otu0162	157	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Lecanoraceae(100);g__Lecanora(100);s__Lecanora_pulicaris(100);Lecanora_pulicaris(100);
Otu0163	156	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Extremaceae(100);f__Extremaceae_unclassified(67);f__Extremaceae_unclassified(67);f__Extremaceae_unclassified(67);
Otu0164	155	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(88);c__Lecanoromycetes_unclassified(88);c__Lecanoromycetes_unclassified(88);c__Lecanoromycetes_unclassified(88);c__Lecanoromycetes_unclassified(88);c__Lecanoromycetes_unclassified(88);
Otu0165	149	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporaceae(100);g__Alternaria(100);s__Alternaria_tenuissima(77);Alternaria_tenuissima(77);
Otu0166	149	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__unclassified_Tremellales(100);g__unclassified_Tremellales(100);s__Tremellales_sp(100);Tremellales(100);
Otu0167	149	k__Fungi(100);p__Ascomycota(99);c__Eurotiomycetes(96);o__Chaetothyriales(96);f__Chaetothyriaceae(96);g__Camptophora(96);s__Camptophora_schimae(86);Camptophora_schimae(86);
Otu0168	148	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__unclassified_Pseudeurotiaceae(100);s__Pseudeurotiaceae_sp(100);Pseudeurotiaceae(100);
Otu0169	147	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Sclerococcales(100);f__Sclerococcaceae(100);g__Sclerococcum(100);s__Sclerococcum_simplex(100);Sclerococcum_simplex(100);
Otu0170	146	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporaceae(100);g__Hendersonia(100);s__Hendersonia_pinicola(100);Hendersonia_pinicola(100);
Otu0171	145	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);f__Phaeomoniellaceae(100);g__Phaeomoniella(67);s__Phaeomoniella_pinifoliorum(67);Phaeomoniella_pinifoliorum(67);
Otu0172	143	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(99);o__Pleosporales_unclassified(99);o__Pleosporales_unclassified(99);o__Pleosporales_unclassified(99);o__Pleosporales_unclassified(99);
Otu0173	142	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Phaeotremellaceae(100);g__Phaeotremella(100);s__Phaeotremella_sp(100);Phaeotremella(100);
Otu0174	141	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Ramularia(100);s__Ramularia_hydrangeae-macrophyllae(86);Ramularia_hydrangeae-macrophyllae(86);
Otu0175	136	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(87);o__Dothideales_unclassified(87);o__Dothideales_unclassified(87);o__Dothideales_unclassified(87);o__Dothideales_unclassified(87);
Otu0176	135	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(100);g__Genolevuria(100);s__Genolevuria_sp(86);Genolevuria(86);
Otu0177	134	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Mytilinidiales(100);f__Mytilinidiaceae(100);g__Lophium(100);s__Lophium_sp(68);Lophium(68);
Otu0178	133	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(56);o__Hypocreales_unclassified(56);o__Hypocreales_unclassified(56);o__Hypocreales_unclassified(56);
Otu0179	132	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0180	126	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(87);c__Lecanoromycetes_unclassified(87);c__Lecanoromycetes_unclassified(87);c__Lecanoromycetes_unclassified(87);c__Lecanoromycetes_unclassified(87);
Otu0181	126	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Atheliales(100);f__Atheliaceae(100);g__Athelia(97);s__Athelia_neuhoffii(95);Athelia_neuhoffii(95);
Otu0182	123	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Parmeliaceae(100);g__Parmeliopsis(100);s__Parmeliopsis_ambigua(100);Parmeliopsis_ambigua(100);
Otu0183	122	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);
Otu0184	121	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Polyporaceae(100);g__Trametes(100);s__Trametes_ochracea(88);Trametes_ochracea(88);
Otu0185	121	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Mycocaliciales(100);f__Mycocaliciaceae(100);g__Mycocalicium(100);s__Mycocalicium_subtile(100);Mycocalicium_subtile(100);
Otu0186	120	k__Fungi(100);p__Ascomycota(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);
Otu0187	119	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(96);o__Helotiales_unclassified(96);o__Helotiales_unclassified(96);o__Helotiales_unclassified(96);o__Helotiales_unclassified(96);
Otu0188	119	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Fenestellaceae(100);g__Fenestella(100);s__Fenestella_fenestrata(100);Fenestella_fenestrata(100);
Otu0189	118	k__Fungi(100);p__Ascomycota(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);
Otu0190	118	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(95);f__unclassified_Dothideales(95);g__unclassified_Dothideales(95);s__Dothideales_sp(95);Dothideales(95);
Otu0191	118	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Melanommataceae(99);f__Melanommataceae_unclassified(99);f__Melanommataceae_unclassified(99);f__Melanommataceae_unclassified(99);
Otu0192	118	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Polyporaceae(100);g__Trametes(100);s__Trametes_ochracea(100);Trametes_ochracea(100);
Otu0193	117	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Hymenochaetales_fam_Incertae_sedis(100);g__Skvortzovia(100);s__Skvortzovia_furfuracea(100);Skvortzovia_furfuracea(100);
Otu0194	117	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Sporormiella(100);s__Sporormiella_heptamera(100);Sporormiella_heptamera(100);
Otu0195	117	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(100);g__Genolevuria(100);s__Genolevuria_sp(100);Genolevuria(100);
Otu0196	115	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);f__Trichomeriaceae_unclassified(100);f__Trichomeriaceae_unclassified(100);f__Trichomeriaceae_unclassified(100);
Otu0197	115	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(93);o__Chaetothyriales_unclassified(93);o__Chaetothyriales_unclassified(93);o__Chaetothyriales_unclassified(93);
Otu0198	114	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Phanerochaetaceae(100);g__Bjerkandera(100);s__Bjerkandera_adusta(86);Bjerkandera_adusta(86);
Otu0199	113	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(100);g__Genolevuria(100);s__Genolevuria_sp(100);Genolevuria(100);
Otu0200	113	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Exobasidiales(100);f__Exobasidiaceae(100);g__Exobasidium(100);s__Exobasidium_bisporum(100);Exobasidium_bisporum(100);
Otu0201	112	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Pilocarpaceae(100);g__Fellhanera(100);s__Fellhanera_subtilis(100);Fellhanera_subtilis(100);
Otu0202	111	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Tephromelataceae(100);g__Violella(100);s__Violella_fucata(100);Violella_fucata(100);
Otu0203	110	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryomycetes_ord_Incertae_sedis(79);f__Microbotryomycetes_fam_Incertae_sedis(78);g__Colacogloea(78);g__Colacogloea_unclassified(78);g__Colacogloea_unclassified(78);
Otu0204	109	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);
Otu0205	107	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Trichomerium(98);s__Trichomerium_sp(92);Trichomerium(92);
Otu0206	106	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_rhodogenum(100);Oidiodendron_rhodogenum(100);
Otu0207	106	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(86);o__Helotiales_unclassified(86);o__Helotiales_unclassified(86);o__Helotiales_unclassified(86);o__Helotiales_unclassified(86);
Otu0208	104	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Cystofilobasidiaceae(100);g__Cystofilobasidium(100);s__Cystofilobasidium_capitatum(100);Cystofilobasidium_capitatum(100);
Otu0209	104	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Exobasidiales(100);f__Exobasidiaceae(100);g__Exobasidium(100);g__Exobasidium_unclassified(56);g__Exobasidium_unclassified(56);
Otu0210	104	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);g__Ciboria(100);s__Ciboria_caucus(100);Ciboria_caucus(100);
Otu0211	103	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_heimaeyensis(100);Vishniacozyma_heimaeyensis(100);
Otu0212	103	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Thelebolaceae(100);g__Antarctomyces(100);s__Antarctomyces_psychrotrophicus(81);Antarctomyces_psychrotrophicus(81);
Otu0213	103	k__Fungi(100);p__Ascomycota(100);c__Pezizomycotina_cls_Incertae_sedis(100);o__Pezizomycotina_ord_Incertae_sedis(100);f__Pezizomycotina_fam_Incertae_sedis(100);g__Mycosylva(100);s__Mycosylva_clarkii(100);Mycosylva_clarkii(100);
Otu0214	101	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(97);p__Basidiomycota_unclassified(97);p__Basidiomycota_unclassified(97);p__Basidiomycota_unclassified(97);p__Basidiomycota_unclassified(97);p__Basidiomycota_unclassified(97);
Otu0215	101	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);
Otu0216	100	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);g__Ciboria(100);s__Ciboria_amentacea(100);Ciboria_amentacea(100);
Otu0217	99	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(88);o__Capnodiales(88);o__Capnodiales_unclassified(88);o__Capnodiales_unclassified(88);o__Capnodiales_unclassified(88);o__Capnodiales_unclassified(88);
Otu0218	99	k__Fungi(100);p__Ascomycota(100);c__Pezizomycotina_cls_Incertae_sedis(96);o__Pezizomycotina_ord_Incertae_sedis(96);f__Pezizomycotina_fam_Incertae_sedis(96);g__Rutola(96);s__Rutola_graminis(96);Rutola_graminis(96);
Otu0219	99	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Peniophoraceae(100);g__Peniophora(100);s__Peniophora_laurentii(99);Peniophora_laurentii(99);
Otu0220	99	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0221	98	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);s__Dioszegia_butyracea(100);Dioszegia_butyracea(100);
Otu0222	98	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);
Otu0223	98	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(80);o__Capnodiales_unclassified(78);o__Capnodiales_unclassified(78);o__Capnodiales_unclassified(78);o__Capnodiales_unclassified(78);
